travelCode,userCode,from,to,flightType,price,time,distance,agency,date,Weekday,Binaryweekday
133234,1312,Florianopolis,Recife,firstClass,1300.6,1.76,676.53,CloudFy,9/16/2021,Thu,0
115983,1150,Florianopolis,Natal,firstClass,1315.27,1.84,709.37,CloudFy,4/6/2023,Thu,0
72059,700,Aracaju,Campo Grande,firstClass,1389.37,1.69,650.1,CloudFy,8/5/2021,Thu,0
62020,605,Campo Grande,Recife,firstClass,1244.73,1.39,535.4,CloudFy,5/13/2021,Thu,0
79259,772,Aracaju,Rio de Janeiro,firstClass,1190.94,1.55,597.61,FlyingDrops,10/10/2019,Thu,0
72495,705,Aracaju,Sao Paulo,firstClass,756.3,1.02,392.76,FlyingDrops,3/11/2021,Thu,0
130974,1288,Recife,Florianopolis,firstClass,1371.83,1.76,676.53,Rainbow,2/27/2022,Sun,1
93605,924,Florianopolis,Aracaju,economic,819.41,2.1,808.85,Rainbow,7/30/2020,Thu,0
79105,769,Salvador,Aracaju,firstClass,1520.02,2.16,830.86,Rainbow,11/11/2019,Mon,0
36151,345,Rio de Janeiro,Recife,economic,952.83,2.3,885.57,CloudFy,12/1/2019,Sun,1
802,7,Natal,Aracaju,premium,451.41,0.46,176.33,CloudFy,5/10/2020,Sun,1
58210,568,Brasilia,Campo Grande,economic,583.6,0.72,277.7,CloudFy,9/30/2019,Mon,0
94864,936,Florianopolis,Recife,firstClass,1175.62,1.76,676.53,Rainbow,6/23/2022,Thu,0
132978,1311,Florianopolis,Aracaju,firstClass,1582.1,2.1,808.85,Rainbow,12/12/2019,Thu,0
56290,548,Rio de Janeiro,Campo Grande,firstClass,1512.09,2.09,806.48,CloudFy,6/19/2020,Fri,0
37851,362,Sao Paulo,Aracaju,premium,962.54,1.02,392.76,Rainbow,9/6/2020,Sun,1
24223,237,Rio de Janeiro,Aracaju,firstClass,1386.46,1.55,597.61,Rainbow,9/26/2020,Sat,1
92812,915,Salvador,Florianopolis,firstClass,1654.09,2.44,937.77,Rainbow,12/24/2021,Fri,0
97026,959,Campo Grande,Florianopolis,firstClass,1310.32,1.49,573.81,FlyingDrops,7/3/2020,Fri,0
95538,943,Florianopolis,Campo Grande,firstClass,949.58,1.49,573.81,CloudFy,1/2/2020,Thu,0
36137,344,Brasilia,Recife,firstClass,804.24,0.63,242.21,CloudFy,3/4/2021,Thu,0
11637,113,Brasilia,Recife,firstClass,691.39,0.63,242.21,FlyingDrops,10/11/2021,Mon,0
40632,391,Brasilia,Florianopolis,firstClass,1569.65,1.66,637.56,FlyingDrops,3/26/2020,Thu,0
6455,63,Brasilia,Salvador,firstClass,1724.49,1.76,676.56,FlyingDrops,3/11/2021,Thu,0
105488,1046,Recife,Florianopolis,premium,1074.75,1.76,676.53,CloudFy,6/13/2020,Sat,1
13034,127,Aracaju,Brasilia,economic,548.62,1.11,425.98,Rainbow,1/18/2021,Mon,0
13367,131,Recife,Rio de Janeiro,firstClass,1611.14,2.3,885.57,Rainbow,6/17/2021,Thu,0
62518,609,Campo Grande,Natal,premium,541.59,0.65,250.68,Rainbow,2/20/2020,Thu,0
41076,397,Aracaju,Recife,premium,875.41,1.44,555.74,Rainbow,10/24/2019,Thu,0
3780,39,Aracaju,Brasilia,firstClass,959.29,1.11,425.98,Rainbow,2/22/2020,Sat,1
54049,523,Sao Paulo,Campo Grande,firstClass,668.19,0.44,168.22,FlyingDrops,6/13/2020,Sat,1
67334,652,Sao Paulo,Recife,premium,1195.26,1.26,486.52,CloudFy,7/22/2021,Thu,0
52296,507,Campo Grande,Aracaju,firstClass,1581.8,1.69,650.1,CloudFy,1/7/2021,Thu,0
133388,1314,Florianopolis,Natal,premium,1114.55,1.84,709.37,Rainbow,1/20/2022,Thu,0
23957,234,Aracaju,Brasilia,premium,706.36,1.11,425.98,Rainbow,2/12/2022,Sat,1
122942,1219,Aracaju,Florianopolis,firstClass,1582.41,2.1,808.85,Rainbow,10/27/2019,Sun,1
47731,462,Campo Grande,Aracaju,economic,877.56,1.69,650.1,Rainbow,12/24/2020,Thu,0
25224,244,Recife,Sao Paulo,premium,670.13,1.26,486.52,Rainbow,10/24/2019,Thu,0
123868,1224,Florianopolis,Campo Grande,premium,697.65,1.49,573.81,CloudFy,5/5/2022,Thu,0
531,4,Aracaju,Rio de Janeiro,firstClass,1183.57,1.55,597.61,CloudFy,10/7/2021,Thu,0
110948,1100,Salvador,Florianopolis,firstClass,1616.44,2.44,937.77,FlyingDrops,11/28/2020,Sat,1
70669,684,Campo Grande,Natal,economic,411.05,0.65,250.68,Rainbow,10/28/2022,Fri,0
23135,227,Recife,Brasilia,premium,573.61,0.63,242.21,CloudFy,1/5/2020,Sun,1
83463,815,Aracaju,Salvador,firstClass,1684.05,2.16,830.86,CloudFy,10/31/2019,Thu,0
52593,510,Campo Grande,Natal,firstClass,778.01,0.65,250.68,Rainbow,12/10/2020,Thu,0
44434,434,Rio de Janeiro,Recife,premium,1333.52,2.3,885.57,CloudFy,10/31/2020,Sat,1
52988,512,Aracaju,Campo Grande,firstClass,1389.37,1.69,650.1,CloudFy,4/14/2023,Fri,0
59016,573,Rio de Janeiro,Campo Grande,premium,1139.93,2.09,806.48,CloudFy,2/3/2023,Fri,0
19319,189,Recife,Natal,premium,488.73,0.58,222.67,Rainbow,4/30/2020,Thu,0
68097,660,Sao Paulo,Salvador,premium,1118.61,1.04,401.66,CloudFy,1/23/2020,Thu,0
129465,1273,Florianopolis,Natal,premium,1114.55,1.84,709.37,Rainbow,5/26/2022,Thu,0
73053,710,Sao Paulo,Natal,firstClass,932.87,0.85,327.55,Rainbow,1/16/2020,Thu,0
133382,1314,Brasilia,Florianopolis,premium,1222.24,1.66,637.56,Rainbow,12/11/2021,Sat,1
73910,716,Natal,Campo Grande,firstClass,953.32,0.65,250.68,CloudFy,6/25/2020,Thu,0
122560,1214,Sao Paulo,Florianopolis,firstClass,1666.23,1.46,562.14,FlyingDrops,6/20/2022,Mon,0
22123,216,Recife,Brasilia,economic,393.68,0.63,242.21,CloudFy,5/16/2022,Mon,0
33830,325,Salvador,Brasilia,firstClass,1020.08,1.76,676.56,FlyingDrops,4/25/2020,Sat,1
36843,351,Aracaju,Florianopolis,economic,852.18,2.1,808.85,Rainbow,12/16/2021,Thu,0
69894,677,Natal,Aracaju,premium,479.37,0.46,176.33,Rainbow,8/30/2020,Sun,1
55658,542,Florianopolis,Campo Grande,premium,697.65,1.49,573.81,CloudFy,10/2/2021,Sat,1
109401,1085,Salvador,Florianopolis,premium,1336.68,2.44,937.77,Rainbow,4/10/2020,Fri,0
95235,940,Recife,Florianopolis,premium,1070.54,1.76,676.53,Rainbow,3/6/2022,Sun,1
105088,1041,Florianopolis,Aracaju,firstClass,1574.28,2.1,808.85,FlyingDrops,7/14/2022,Thu,0
32145,308,Natal,Recife,economic,429.77,0.58,222.67,CloudFy,2/14/2021,Sun,1
47628,461,Aracaju,Campo Grande,premium,1116.83,1.69,650.1,Rainbow,8/8/2022,Mon,0
67752,657,Natal,Recife,firstClass,806.91,0.58,222.67,Rainbow,10/10/2019,Thu,0
91934,907,Florianopolis,Sao Paulo,economic,427,1.46,562.14,Rainbow,3/12/2020,Thu,0
93358,922,Salvador,Florianopolis,premium,1321.52,2.44,937.77,CloudFy,2/15/2020,Sat,1
129563,1277,Rio de Janeiro,Florianopolis,economic,519.1,1.21,466.3,Rainbow,6/29/2020,Mon,0
87146,859,Florianopolis,Aracaju,premium,1149.53,2.1,808.85,CloudFy,5/14/2022,Sat,1
11660,114,Salvador,Aracaju,economic,811.73,2.16,830.86,CloudFy,12/22/2019,Sun,1
11812,115,Brasilia,Aracaju,economic,721.2,1.11,425.98,Rainbow,5/19/2022,Thu,0
106445,1057,Florianopolis,Campo Grande,premium,697.65,1.49,573.81,CloudFy,9/26/2019,Thu,0
45932,448,Florianopolis,Brasilia,firstClass,1127.36,1.66,637.56,CloudFy,7/6/2020,Mon,0
25872,248,Recife,Aracaju,economic,684.88,1.44,555.74,CloudFy,3/4/2022,Fri,0
112150,1111,Rio de Janeiro,Florianopolis,premium,672.66,1.21,466.3,Rainbow,4/2/2021,Fri,0
74924,727,Sao Paulo,Natal,premium,719.91,0.85,327.55,CloudFy,1/29/2022,Sat,1
73989,717,Brasilia,Aracaju,firstClass,1214.82,1.11,425.98,Rainbow,2/14/2020,Fri,0
65280,634,Campo Grande,Rio de Janeiro,premium,1363.27,2.09,806.48,CloudFy,7/7/2022,Thu,0
19874,193,Natal,Recife,firstClass,744.11,0.58,222.67,CloudFy,11/5/2022,Sat,1
18334,181,Recife,Campo Grande,firstClass,1038.95,1.39,535.4,FlyingDrops,12/3/2020,Thu,0
55597,542,Sao Paulo,Campo Grande,firstClass,563,0.44,168.22,CloudFy,8/2/2020,Sun,1
28554,273,Brasilia,Rio de Janeiro,economic,344.26,0.48,183.37,CloudFy,2/4/2021,Thu,0
60732,587,Salvador,Campo Grande,premium,684.85,1.36,522.34,CloudFy,2/9/2020,Sun,1
14366,145,Brasilia,Aracaju,firstClass,1260.1,1.11,425.98,CloudFy,3/19/2020,Thu,0
107439,1066,Aracaju,Florianopolis,premium,1174.97,2.1,808.85,CloudFy,11/1/2020,Sun,1
128609,1268,Florianopolis,Natal,firstClass,1315.27,1.84,709.37,CloudFy,5/27/2021,Thu,0
86156,848,Natal,Recife,economic,406.36,0.58,222.67,Rainbow,10/6/2022,Thu,0
29121,278,Salvador,Recife,premium,1016.53,2.05,788.55,CloudFy,5/16/2020,Sat,1
12035,117,Salvador,Aracaju,firstClass,1581.59,2.16,830.86,FlyingDrops,5/24/2021,Mon,0
76743,746,Natal,Aracaju,premium,451.41,0.46,176.33,CloudFy,4/18/2020,Sat,1
71354,693,Natal,Aracaju,premium,451.41,0.46,176.33,CloudFy,11/2/2019,Sat,1
68581,664,Aracaju,Recife,premium,835.21,1.44,555.74,CloudFy,5/6/2021,Thu,0
101423,1005,Florianopolis,Natal,economic,726.95,1.84,709.37,CloudFy,4/7/2022,Thu,0
105895,1049,Salvador,Florianopolis,economic,943.15,2.44,937.77,CloudFy,3/7/2021,Sun,1
77643,755,Sao Paulo,Brasilia,premium,586.06,0.67,257.81,Rainbow,9/10/2020,Thu,0
68663,665,Aracaju,Campo Grande,economic,743.54,1.69,650.1,Rainbow,10/3/2019,Thu,0
123833,1224,Florianopolis,Brasilia,premium,885.37,1.66,637.56,CloudFy,9/2/2021,Thu,0
22501,220,Brasilia,Aracaju,economic,654.88,1.11,425.98,CloudFy,10/29/2020,Thu,0
71543,694,Recife,Natal,firstClass,633.71,0.58,222.67,FlyingDrops,1/3/2020,Fri,0
129045,1271,Florianopolis,Rio de Janeiro,firstClass,624.89,1.21,466.3,FlyingDrops,10/31/2019,Thu,0
52286,507,Brasilia,Campo Grande,premium,831.7,0.72,277.7,CloudFy,10/31/2020,Sat,1
34918,334,Aracaju,Natal,premium,535.95,0.46,176.33,CloudFy,12/12/2019,Thu,0
2784,24,Aracaju,Recife,firstClass,1119.47,1.44,555.74,Rainbow,11/9/2019,Sat,1
111888,1108,Recife,Florianopolis,economic,803.39,1.76,676.53,Rainbow,12/26/2020,Sat,1
62955,613,Aracaju,Campo Grande,firstClass,1387.89,1.69,650.1,Rainbow,8/15/2020,Sat,1
109220,1083,Aracaju,Florianopolis,firstClass,1499.93,2.1,808.85,FlyingDrops,9/4/2020,Fri,0
108232,1074,Florianopolis,Recife,firstClass,1175.62,1.76,676.53,Rainbow,8/27/2020,Thu,0
123970,1226,Florianopolis,Sao Paulo,economic,427,1.46,562.14,Rainbow,11/14/2019,Thu,0
21544,210,Recife,Rio de Janeiro,firstClass,1611.14,2.3,885.57,Rainbow,3/17/2022,Thu,0
126745,1253,Florianopolis,Salvador,firstClass,1692.64,2.44,937.77,FlyingDrops,5/20/2021,Thu,0
91700,905,Brasilia,Florianopolis,premium,1222.24,1.66,637.56,Rainbow,1/29/2022,Sat,1
35195,337,Aracaju,Salvador,firstClass,1684.05,2.16,830.86,CloudFy,12/9/2021,Thu,0
125437,1238,Sao Paulo,Florianopolis,firstClass,1684.14,1.46,562.14,CloudFy,5/22/2020,Fri,0
128217,1263,Florianopolis,Campo Grande,premium,697.65,1.49,573.81,CloudFy,8/19/2021,Thu,0
12967,127,Recife,Natal,economic,360.22,0.58,222.67,Rainbow,10/3/2019,Thu,0
69006,668,Campo Grande,Natal,premium,541.59,0.65,250.68,Rainbow,4/24/2020,Fri,0
102312,1014,Aracaju,Florianopolis,firstClass,1499.93,2.1,808.85,FlyingDrops,11/13/2020,Fri,0
119448,1185,Salvador,Florianopolis,firstClass,1654.09,2.44,937.77,Rainbow,4/9/2021,Fri,0
3474,34,Aracaju,Recife,economic,604.14,1.44,555.74,CloudFy,12/3/2021,Fri,0
39293,379,Campo Grande,Aracaju,firstClass,1473.41,1.69,650.1,FlyingDrops,7/6/2020,Mon,0
40658,391,Natal,Aracaju,premium,451.41,0.46,176.33,CloudFy,9/27/2020,Sun,1
626,5,Aracaju,Salvador,premium,1289.05,2.16,830.86,Rainbow,10/10/2019,Thu,0
22119,216,Aracaju,Campo Grande,economic,750.92,1.69,650.1,CloudFy,4/14/2022,Thu,0
7627,73,Aracaju,Campo Grande,economic,743.54,1.69,650.1,Rainbow,9/10/2020,Thu,0
86940,858,Aracaju,Salvador,economic,943.36,2.16,830.86,Rainbow,7/9/2020,Thu,0
62958,613,Recife,Campo Grande,economic,615.59,1.39,535.4,Rainbow,9/6/2020,Sun,1
53442,516,Campo Grande,Brasilia,economic,506.56,0.72,277.7,CloudFy,6/23/2022,Thu,0
57882,564,Salvador,Campo Grande,premium,684.85,1.36,522.34,CloudFy,7/13/2020,Mon,0
18565,183,Recife,Aracaju,firstClass,1300.81,1.44,555.74,FlyingDrops,3/29/2021,Mon,0
81560,794,Rio de Janeiro,Sao Paulo,firstClass,701.43,0.86,331.89,CloudFy,2/10/2020,Mon,0
47037,456,Campo Grande,Natal,firstClass,778.01,0.65,250.68,Rainbow,9/3/2020,Thu,0
30938,295,Campo Grande,Aracaju,premium,1215.45,1.69,650.1,CloudFy,6/8/2020,Mon,0
94544,934,Sao Paulo,Florianopolis,premium,1367.6,1.46,562.14,Rainbow,11/30/2019,Sat,1
69155,669,Campo Grande,Natal,firstClass,749.85,0.65,250.68,FlyingDrops,5/9/2021,Sun,1
18093,179,Florianopolis,Recife,firstClass,1292.29,1.76,676.53,FlyingDrops,7/27/2020,Mon,0
46096,449,Rio de Janeiro,Recife,firstClass,1664.01,2.3,885.57,CloudFy,1/13/2020,Mon,0
135768,1335,Florianopolis,Aracaju,premium,1149.53,2.1,808.85,CloudFy,10/14/2021,Thu,0
100576,1001,Florianopolis,Salvador,economic,898.67,2.44,937.77,CloudFy,2/13/2020,Thu,0
10974,109,Sao Paulo,Aracaju,firstClass,1159.84,1.02,392.76,Rainbow,3/11/2022,Fri,0
19382,189,Rio de Janeiro,Brasilia,premium,503.26,0.48,183.37,CloudFy,7/17/2021,Sat,1
72264,702,Sao Paulo,Recife,economic,829.91,1.26,486.52,CloudFy,7/22/2021,Thu,0
92201,909,Florianopolis,Natal,premium,1114.55,1.84,709.37,Rainbow,9/17/2020,Thu,0
81636,794,Sao Paulo,Aracaju,economic,647.9,1.02,392.76,Rainbow,7/25/2021,Sun,1
2404,21,Brasilia,Aracaju,firstClass,1260.1,1.11,425.98,CloudFy,11/15/2021,Mon,0
100122,993,Florianopolis,Salvador,firstClass,1640.8,2.44,937.77,CloudFy,1/6/2022,Thu,0
25306,244,Brasilia,Rio de Janeiro,firstClass,649.64,0.48,183.37,CloudFy,5/20/2021,Thu,0
117682,1165,Aracaju,Florianopolis,firstClass,1515.79,2.1,808.85,CloudFy,9/6/2021,Mon,0
70466,683,Natal,Salvador,premium,1289.31,1.85,710.57,CloudFy,4/7/2022,Thu,0
95586,943,Florianopolis,Sao Paulo,firstClass,693.51,1.46,562.14,CloudFy,12/3/2020,Thu,0
74728,726,Aracaju,Campo Grande,premium,1021.53,1.69,650.1,CloudFy,1/2/2020,Thu,0
89499,882,Sao Paulo,Natal,firstClass,932.87,0.85,327.55,Rainbow,7/21/2022,Thu,0
202,2,Brasilia,Rio de Janeiro,economic,371.04,0.48,183.37,Rainbow,10/14/2021,Thu,0
135423,1332,Florianopolis,Recife,premium,1013.4,1.76,676.53,Rainbow,12/31/2020,Thu,0
52785,511,Campo Grande,Rio de Janeiro,firstClass,1609.81,2.09,806.48,FlyingDrops,1/6/2022,Thu,0
75728,737,Sao Paulo,Natal,premium,701.29,0.85,327.55,Rainbow,10/14/2021,Thu,0
134557,1323,Florianopolis,Rio de Janeiro,premium,481.42,1.21,466.3,Rainbow,5/27/2021,Thu,0
96876,958,Florianopolis,Recife,firstClass,1292.29,1.76,676.53,FlyingDrops,4/9/2020,Thu,0
67615,655,Natal,Rio de Janeiro,firstClass,1391.6,1.55,595.03,CloudFy,11/19/2020,Thu,0
31146,297,Aracaju,Campo Grande,premium,1116.83,1.69,650.1,Rainbow,5/21/2020,Thu,0
64389,626,Campo Grande,Natal,premium,541.59,0.65,250.68,Rainbow,5/21/2020,Thu,0
56408,549,Campo Grande,Natal,economic,411.05,0.65,250.68,Rainbow,2/25/2021,Thu,0
121463,1204,Florianopolis,Brasilia,firstClass,1097.17,1.66,637.56,FlyingDrops,2/18/2021,Thu,0
50248,490,Recife,Campo Grande,firstClass,1069.12,1.39,535.4,Rainbow,7/27/2020,Mon,0
13856,137,Aracaju,Florianopolis,economic,869.13,2.1,808.85,CloudFy,12/10/2020,Thu,0
30906,295,Aracaju,Brasilia,firstClass,959.29,1.11,425.98,Rainbow,10/28/2019,Mon,0
507,4,Campo Grande,Aracaju,premium,1215.45,1.69,650.1,CloudFy,4/24/2021,Sat,1
84482,830,Aracaju,Recife,firstClass,1119.47,1.44,555.74,Rainbow,10/1/2020,Thu,0
113078,1122,Florianopolis,Aracaju,economic,819.41,2.1,808.85,Rainbow,2/27/2020,Thu,0
64736,631,Florianopolis,Campo Grande,firstClass,930.34,1.49,573.81,FlyingDrops,8/24/2020,Mon,0
25495,246,Aracaju,Natal,economic,380.32,0.46,176.33,Rainbow,3/26/2020,Thu,0
24703,241,Natal,Brasilia,firstClass,1300.53,1.43,550.69,CloudFy,12/27/2019,Fri,0
28089,268,Recife,Natal,premium,488.73,0.58,222.67,Rainbow,3/18/2021,Thu,0
59006,573,Campo Grande,Salvador,premium,834.61,1.36,522.34,Rainbow,11/24/2022,Thu,0
61201,597,Campo Grande,Sao Paulo,economic,381.83,0.44,168.22,Rainbow,1/30/2020,Thu,0
82710,808,Aracaju,Sao Paulo,economic,446.73,1.02,392.76,Rainbow,11/27/2020,Fri,0
13766,135,Aracaju,Salvador,firstClass,1684.05,2.16,830.86,CloudFy,3/11/2021,Thu,0
41422,402,Recife,Salvador,premium,1242.65,2.05,788.55,CloudFy,4/23/2020,Thu,0
83309,814,Aracaju,Sao Paulo,premium,588.14,1.02,392.76,Rainbow,5/11/2020,Mon,0
89338,881,Natal,Sao Paulo,firstClass,1020.42,0.85,327.55,CloudFy,1/9/2022,Sun,1
10079,101,Recife,Brasilia,firstClass,697.22,0.63,242.21,FlyingDrops,9/5/2020,Sat,1
133489,1315,Sao Paulo,Florianopolis,premium,1367.6,1.46,562.14,Rainbow,4/16/2021,Fri,0
63508,617,Campo Grande,Sao Paulo,firstClass,620.16,0.44,168.22,CloudFy,3/3/2022,Thu,0
81496,793,Natal,Aracaju,firstClass,576.66,0.46,176.33,CloudFy,9/10/2022,Sat,1
52893,512,Natal,Campo Grande,firstClass,855.82,0.65,250.68,Rainbow,6/19/2021,Sat,1
23213,228,Sao Paulo,Brasilia,premium,586.06,0.67,257.81,Rainbow,9/6/2020,Sun,1
4668,46,Rio de Janeiro,Brasilia,premium,503.26,0.48,183.37,CloudFy,11/5/2021,Fri,0
80387,782,Salvador,Aracaju,economic,826.02,2.16,830.86,Rainbow,7/20/2020,Mon,0
33101,319,Rio de Janeiro,Recife,firstClass,1664.01,2.3,885.57,CloudFy,8/20/2021,Fri,0
10723,107,Recife,Brasilia,firstClass,709.25,0.63,242.21,CloudFy,1/3/2021,Sun,1
5511,55,Recife,Aracaju,firstClass,1166.1,1.44,555.74,CloudFy,11/23/2020,Mon,0
77788,756,Aracaju,Salvador,firstClass,1714.75,2.16,830.86,FlyingDrops,11/26/2020,Thu,0
86251,850,Sao Paulo,Campo Grande,economic,367.22,0.44,168.22,Rainbow,7/2/2020,Thu,0
75079,729,Sao Paulo,Natal,firstClass,943.18,0.85,327.55,FlyingDrops,11/15/2020,Sun,1
99969,992,Florianopolis,Aracaju,firstClass,1582.1,2.1,808.85,Rainbow,11/17/2022,Thu,0
55066,538,Aracaju,Campo Grande,premium,1116.83,1.69,650.1,Rainbow,3/23/2020,Mon,0
129607,1277,Florianopolis,Campo Grande,firstClass,857.32,1.49,573.81,Rainbow,4/29/2021,Thu,0
26264,251,Recife,Florianopolis,economic,803.39,1.76,676.53,Rainbow,9/15/2022,Thu,0
8820,89,Aracaju,Natal,firstClass,549.96,0.46,176.33,Rainbow,4/16/2020,Thu,0
57032,554,Brasilia,Campo Grande,economic,583.6,0.72,277.7,CloudFy,5/24/2021,Mon,0
45681,445,Brasilia,Campo Grande,firstClass,1069.61,0.72,277.7,Rainbow,3/23/2023,Thu,0
129873,1279,Brasilia,Florianopolis,premium,1222.24,1.66,637.56,Rainbow,10/31/2021,Sun,1
103805,1029,Natal,Florianopolis,firstClass,1570.02,1.84,709.37,CloudFy,3/15/2021,Mon,0
96357,952,Florianopolis,Rio de Janeiro,firstClass,624.89,1.21,466.3,FlyingDrops,11/17/2022,Thu,0
64074,623,Campo Grande,Aracaju,economic,886.9,1.69,650.1,CloudFy,10/8/2020,Thu,0
117143,1161,Florianopolis,Aracaju,economic,879.1,2.1,808.85,CloudFy,11/14/2019,Thu,0
64847,632,Rio de Janeiro,Campo Grande,economic,849.52,2.09,806.48,Rainbow,1/18/2021,Mon,0
121402,1204,Florianopolis,Sao Paulo,firstClass,762.89,1.46,562.14,FlyingDrops,12/19/2019,Thu,0
106960,1061,Florianopolis,Campo Grande,premium,697.65,1.49,573.81,CloudFy,10/28/2021,Thu,0
11980,117,Aracaju,Natal,premium,535.95,0.46,176.33,CloudFy,4/30/2020,Thu,0
115453,1148,Natal,Florianopolis,premium,1212.58,1.84,709.37,Rainbow,2/9/2020,Sun,1
30814,293,Recife,Brasilia,economic,393.68,0.63,242.21,CloudFy,2/21/2021,Sun,1
19649,191,Aracaju,Rio de Janeiro,firstClass,1189.86,1.55,597.61,Rainbow,3/24/2022,Thu,0
86708,855,Natal,Campo Grande,premium,660.25,0.65,250.68,Rainbow,9/3/2020,Thu,0
78271,760,Aracaju,Salvador,firstClass,1723.71,2.16,830.86,Rainbow,8/20/2020,Thu,0
93421,922,Aracaju,Florianopolis,economic,869.13,2.1,808.85,CloudFy,5/2/2021,Sun,1
15177,151,Florianopolis,Aracaju,economic,879.1,2.1,808.85,CloudFy,2/22/2021,Mon,0
61980,605,Salvador,Campo Grande,premium,684.85,1.36,522.34,CloudFy,8/8/2020,Sat,1
132926,1310,Brasilia,Florianopolis,premium,1222.24,1.66,637.56,Rainbow,3/20/2021,Sat,1
70253,680,Rio de Janeiro,Aracaju,firstClass,1386.46,1.55,597.61,Rainbow,5/17/2021,Mon,0
108920,1080,Sao Paulo,Florianopolis,economic,947.95,1.46,562.14,CloudFy,10/11/2020,Sun,1
2374,21,Brasilia,Florianopolis,premium,1189.32,1.66,637.56,CloudFy,4/15/2021,Thu,0
43094,422,Aracaju,Brasilia,firstClass,959.29,1.11,425.98,Rainbow,12/12/2019,Thu,0
7742,74,Brasilia,Aracaju,economic,654.88,1.11,425.98,CloudFy,5/18/2020,Mon,0
112393,1113,Florianopolis,Natal,premium,1114.55,1.84,709.37,Rainbow,12/24/2020,Thu,0
59437,576,Campo Grande,Natal,firstClass,732.89,0.65,250.68,CloudFy,1/7/2021,Thu,0
13395,132,Brasilia,Aracaju,firstClass,1214.82,1.11,425.98,Rainbow,1/16/2020,Thu,0
117338,1163,Natal,Florianopolis,firstClass,1540.6,1.84,709.37,FlyingDrops,11/22/2019,Fri,0
124341,1228,Aracaju,Florianopolis,firstClass,1515.79,2.1,808.85,CloudFy,12/19/2020,Sat,1
101598,1008,Florianopolis,Campo Grande,premium,714.86,1.49,573.81,Rainbow,1/30/2020,Thu,0
9935,100,Brasilia,Aracaju,premium,965.62,1.11,425.98,Rainbow,8/27/2020,Thu,0
110205,1091,Salvador,Florianopolis,premium,1321.52,2.44,937.77,CloudFy,5/23/2022,Mon,0
83490,816,Rio de Janeiro,Sao Paulo,firstClass,753.78,0.86,331.89,FlyingDrops,10/7/2019,Mon,0
84076,824,Sao Paulo,Aracaju,premium,962.54,1.02,392.76,Rainbow,7/1/2021,Thu,0
119033,1180,Aracaju,Florianopolis,economic,869.13,2.1,808.85,CloudFy,10/20/2019,Sun,1
78752,765,Aracaju,Campo Grande,firstClass,1389.37,1.69,650.1,CloudFy,6/18/2020,Thu,0
6903,67,Brasilia,Aracaju,firstClass,1287.52,1.11,425.98,FlyingDrops,1/5/2020,Sun,1
14147,140,Campo Grande,Aracaju,firstClass,1473.41,1.69,650.1,FlyingDrops,10/10/2021,Sun,1
44046,431,Recife,Brasilia,premium,573.61,0.63,242.21,CloudFy,12/31/2020,Thu,0
107266,1064,Florianopolis,Salvador,firstClass,1692.64,2.44,937.77,FlyingDrops,10/14/2021,Thu,0
109965,1089,Florianopolis,Campo Grande,premium,697.65,1.49,573.81,CloudFy,6/15/2023,Thu,0
96964,958,Florianopolis,Salvador,economic,915.02,2.44,937.77,Rainbow,12/16/2021,Thu,0
19540,191,Aracaju,Recife,economic,602.49,1.44,555.74,Rainbow,2/21/2020,Fri,0
90707,896,Rio de Janeiro,Florianopolis,firstClass,941.27,1.21,466.3,Rainbow,10/31/2021,Sun,1
88902,878,Sao Paulo,Salvador,economic,793.27,1.04,401.66,CloudFy,5/5/2022,Thu,0
771,7,Aracaju,Recife,firstClass,1124.11,1.44,555.74,CloudFy,10/3/2019,Thu,0
104062,1032,Florianopolis,Campo Grande,premium,714.86,1.49,573.81,Rainbow,6/4/2020,Thu,0
101832,1010,Florianopolis,Sao Paulo,economic,427,1.46,562.14,Rainbow,4/2/2020,Thu,0
115957,1150,Rio de Janeiro,Florianopolis,firstClass,941.27,1.21,466.3,Rainbow,10/10/2022,Mon,0
106972,1061,Rio de Janeiro,Florianopolis,economic,533.69,1.21,466.3,CloudFy,1/22/2022,Sat,1
77348,752,Recife,Natal,firstClass,669.83,0.58,222.67,CloudFy,3/29/2020,Sun,1
89604,884,Sao Paulo,Brasilia,economic,393.84,0.67,257.81,Rainbow,10/29/2020,Thu,0
101669,1009,Natal,Florianopolis,premium,1165.99,1.84,709.37,CloudFy,2/21/2020,Fri,0
51575,501,Campo Grande,Recife,firstClass,1185.95,1.39,535.4,Rainbow,4/1/2021,Thu,0
3400,34,Recife,Aracaju,firstClass,1300.81,1.44,555.74,FlyingDrops,7/6/2020,Mon,0
44965,439,Recife,Rio de Janeiro,firstClass,1706.89,2.3,885.57,FlyingDrops,8/27/2020,Thu,0
37230,355,Aracaju,Rio de Janeiro,economic,717.04,1.55,597.61,CloudFy,11/7/2019,Thu,0
19051,187,Aracaju,Rio de Janeiro,firstClass,1190.94,1.55,597.61,FlyingDrops,6/4/2020,Thu,0
4674,46,Brasilia,Campo Grande,economic,629.54,0.72,277.7,Rainbow,12/16/2021,Thu,0
10844,108,Sao Paulo,Brasilia,firstClass,727.31,0.67,257.81,FlyingDrops,7/17/2020,Fri,0
76308,743,Aracaju,Sao Paulo,premium,588.14,1.02,392.76,Rainbow,7/12/2020,Sun,1
